,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
1165,13.0,24.13,537115.0,22.0,23.0,tcp,1540.0,-------,14.0,15059.0,16103.0,24798600.0,Switch2,Router,46.83748,46.83748,46.847603,0.0,328.460131,505828.0,1540.0,0.236498,0.000184,46.827357,46.857911,1.0,50.025737,Normal
1166,24.5,5.0,113213.0,23.0,21.0,ack,55.0,-------,6.0,3525.0,16091.0,885005.0,Router,Switch1,11.883371,11.883371,11.893374,0.0,328.204851,18051.3,55.0,0.00844,0.0,11.873368,11.903378,1.030042,50.057349,Normal
1167,24.9,9.0,434824.0,23.0,21.0,ack,55.0,-------,10.0,12452.0,16085.0,884675.0,Router,Switch1,38.99216,38.99216,39.002163,0.0,328.064183,18043.5,55.0,0.008437,0.0,38.982157,39.012167,1.030058,50.060098,Normal
1168,24.7,7.0,495091.0,23.0,21.0,ack,55.0,-------,8.0,13977.0,16090.0,884950.0,Router,Switch1,43.614509,43.614509,43.624512,0.0,328.167767,18049.2,55.0,0.00844,0.0,43.604506,43.634515,1.030051,50.059851,Normal
1169,1.0,24.1,232496.0,21.0,23.0,tcp,1540.0,-------,2.0,7259.0,16091.0,24780100.0,Switch1,Router,23.114094,23.114094,23.124218,0.0,328.297855,505578.0,1540.0,0.236321,0.0,23.103971,23.134341,1.0,50.013418,Normal
1170,24.1,10.0,117312.0,24.0,23.0,ack,55.0,-------,11.0,3655.0,16103.0,885665.0,server1,Router,12.261896,12.261896,12.271899,0.0,328.561918,18070.9,55.0,0.008446,0.0,12.261896,12.291906,1.030013,50.040562,Normal
1171,15.0,24.15,192876.0,22.0,23.0,tcp,1540.0,-------,16.0,6022.0,16092.0,24781700.0,Switch2,Router,19.383766,19.383766,19.39389,0.0,328.205808,505437.0,1540.0,0.236337,0.0,19.373643,19.404013,1.0,50.030211,Normal
1172,24.8,8.0,78472.0,24.0,23.0,ack,55.0,-------,9.0,2435.0,16088.0,884840.0,server1,Router,8.601803,8.601803,8.611806,0.0,328.113525,18046.2,55.0,0.008438,0.0,8.601803,8.631813,1.030054,50.061864,Normal
1173,7.1,24.27,417740.0,23.0,24.0,cbr,1000.0,-------,28.0,1584.0,6250.0,6250000.0,Router,server1,37.69272,37.693327,37.703407,0.000607,124.941627,124942.0,1000.0,0.059605,0.001167,37.672,37.703407,25.0,75.02336,Normal
1174,3.0,24.3,460361.0,3.0,21.0,tcp,1540.0,-------,4.0,13119.0,16091.0,24780100.0,clien-3,Switch1,40.939739,40.939739,40.949862,0.0,328.240918,505490.0,1540.0,0.236321,0.000176,40.939739,40.970285,1.0,50.02192,Normal
1175,7.0,24.7,55712.0,7.0,21.0,tcp,1540.0,-------,8.0,1731.0,16090.0,24778600.0,clien-7,Switch1,6.454589,6.454589,6.464712,0.0,328.167486,505378.0,1540.0,0.236307,0.0,6.454589,6.484958,1.0,50.029842,Normal
1176,16.1,24.36,374477.0,23.0,24.0,cbr,1000.0,-------,37.0,1169.0,6250.0,6250000.0,Router,server1,34.372671,34.373274,34.383354,0.000603,124.941827,124942.0,1000.0,0.059605,0.001114,34.352,34.383354,25.0,75.02328,Normal
1177,5.0,24.5,180857.0,5.0,21.0,tcp,1540.0,-------,6.0,5644.0,16091.0,24780100.0,clien-5,Switch1,18.24324,18.24324,18.253363,0.0,328.204637,505434.0,1540.0,0.236321,0.0,18.24324,18.273609,1.0,50.027339,Normal
1178,24.13,13.0,174531.0,24.0,23.0,ack,55.0,-------,14.0,5439.0,16103.0,885665.0,server1,Router,17.645994,17.645994,17.655997,0.0,328.460278,18065.3,55.0,0.008446,0.0,17.645994,17.676003,1.030032,50.055747,Normal
1179,25.0,20.0,67637.0,21.0,20.0,ack,576.0,-------,0.0,589065.0,7110.0,4095360.0,switch1,clienthttp,64.244493,64.244493,64.283709,0.0,95.145988,54804.1,576.0,0.039056,0.126925,64.156784,64.283709,1.27255,75.999821,Normal
1180,24.6,6.0,209250.0,23.0,21.0,ack,55.0,-------,7.0,6517.0,16091.0,885005.0,Router,Switch1,20.924728,20.924728,20.934731,0.0,328.19309,18050.6,55.0,0.00844,0.0,20.914725,20.944734,1.030048,50.059112,Normal
1181,24.12,11.0,14031.0,24.0,23.0,tcp,64.0,-------,0.0,-1.0,210.0,13440.0,server1,router,14.061457,14.061457,14.071462,0.0,23.255775,1488.369621,64.0,0.000128,0.030015,14.061457,14.091472,0.061457,9.091472,Normal
1182,0.0,24.0,225359.0,0.0,21.0,tcp,1540.0,-------,1.0,7032.0,16091.0,24780100.0,clien-0,Switch1,22.434502,22.434502,22.444626,0.0,328.316229,505606.0,1540.0,0.236321,0.0,22.434502,22.464872,1.0,50.010675,Normal
1183,24.0,0.0,32364.0,23.0,21.0,ack,55.0,-------,1.0,1009.0,16091.0,885005.0,Router,Switch1,4.269678,4.269678,4.279682,0.0,328.316229,18057.4,55.0,0.00844,0.0,4.259675,4.289685,1.03001,50.040685,Normal
1184,15.0,24.15,151170.0,22.0,23.0,tcp,1540.0,-------,16.0,4716.0,16092.0,24781700.0,Switch2,Router,15.457473,15.457473,15.467596,0.0,328.205808,505437.0,1540.0,0.236337,0.0,15.447349,15.477719,1.0,50.030211,Normal
1185,24.1,1.0,396072.0,23.0,21.0,ack,55.0,-------,2.0,11485.0,16091.0,885005.0,Router,Switch1,36.018648,36.018648,36.028651,0.0,328.297902,18056.4,55.0,0.00844,0.0,36.008645,36.038654,1.030016,50.043427,Normal
1186,15.0,24.15,335007.0,22.0,23.0,tcp,1540.0,-------,16.0,9952.0,16092.0,24781700.0,Switch2,Router,31.332636,31.332636,31.342759,0.0,328.205808,505437.0,1540.0,0.236337,0.0,31.322513,31.352882,1.0,50.030211,Normal
1187,24.11,11.0,385816.0,22.0,11.0,ack,55.0,-------,12.0,11234.0,16103.0,885665.0,Switch2,clien-11,35.241804,35.241804,35.251807,0.0,328.522947,18068.8,55.0,0.008446,0.0,35.221797,35.251807,1.030019,50.046382,Normal
1188,24.5,5.0,81825.0,21.0,5.0,ack,55.0,-------,6.0,2548.0,16091.0,885005.0,Switch1,clien-5,8.935779,8.935779,8.945782,0.0,328.204851,18051.3,55.0,0.00844,0.0,8.915773,8.945782,1.030042,50.057349,Normal
1189,24.15,15.0,520300.0,22.0,15.0,ack,55.0,-------,16.0,14620.0,16092.0,885060.0,Switch2,clien-15,45.557018,45.557018,45.567021,0.0,328.206042,18051.3,55.0,0.008441,0.0,45.537011,45.567021,1.030045,50.060221,Normal
1190,24.13,13.0,115676.0,22.0,13.0,ack,55.0,-------,14.0,3610.0,16103.0,885665.0,Switch2,clien-13,12.127992,12.127992,12.137995,0.0,328.460278,18065.3,55.0,0.008446,0.0,12.107986,12.137995,1.030032,50.055747,Normal
1191,10.0,24.1,43514.0,23.0,24.0,tcp,1540.0,-------,11.0,1366.0,16103.0,24798600.0,Router,server1,5.326398,5.326398,5.336522,0.0,328.561898,505985.0,1540.0,0.236498,0.0,5.306152,5.336522,1.0,50.010552,Normal
1192,24.0,0.0,263683.0,21.0,0.0,ack,55.0,-------,1.0,8156.0,16091.0,885005.0,Switch1,clien-0,25.87051,25.87051,25.880514,0.0,328.316229,18057.4,55.0,0.00844,0.0,25.850504,25.880514,1.03001,50.040685,Normal
1193,5.0,24.5,278256.0,5.0,21.0,tcp,1540.0,-------,6.0,8528.0,16091.0,24780100.0,clien-5,Switch1,26.968565,26.968565,26.978688,0.0,328.204637,505434.0,1540.0,0.236321,0.0016,26.968565,27.000534,1.0,50.027339,Normal
1194,11.0,24.11,390272.0,23.0,24.0,tcp,1540.0,-------,12.0,11362.0,16103.0,24798600.0,Router,server1,35.583431,35.583647,35.59377,0.000216,328.522879,505925.0,1540.0,0.236498,0.000216,35.563185,35.59377,1.0,50.016373,Normal
1195,24.18,16.0,59044.0,24.0,23.0,ping,64.0,-------,0.0,-1.0,210.0,13440.0,server1,router,56.113885,56.113885,56.12389,0.0,23.255775,1488.37,64.0,0.000128,0.030015,56.113885,56.1439,0.113885,9.1439,Normal
1196,15.0,24.15,69258.0,23.0,24.0,tcp,1540.0,-------,16.0,2167.0,16092.0,24781700.0,Router,server1,7.75364,7.75364,7.763763,0.0,328.205808,505437.0,1540.0,0.236337,0.0,7.733394,7.763763,1.0,50.030211,Normal
1197,17.1,24.37,618280.0,22.0,23.0,cbr,1000.0,-------,38.0,5093.0,6250.0,6250000.0,Switch2,Router,65.75408,65.75464,65.76472,0.00056,124.941427,124941.0,1000.0,0.059605,0.0012,65.744,65.77544,25.0,75.02344,Normal
1198,24.13,13.0,335319.0,24.0,23.0,ack,55.0,-------,14.0,9959.0,16103.0,885665.0,server1,Router,31.346667,31.346667,31.35667,0.0,328.460278,18065.3,55.0,0.008446,0.0,31.346667,31.376677,1.030032,50.055747,Normal
1199,14.1,24.34,547404.0,23.0,24.0,cbr,1000.0,-------,35.0,2827.0,6250.0,6250000.0,Router,server1,47.636464,47.636827,47.646907,0.000363,124.942626,124943.0,1000.0,0.059605,0.000667,47.616,47.646907,25.0,75.02296,Normal
1200,24.1,1.0,482559.0,24.0,23.0,ack,55.0,-------,2.0,13663.0,16091.0,885005.0,server1,Router,42.642744,42.642744,42.652747,0.0,328.297902,18056.4,55.0,0.00844,0.0,42.642744,42.672754,1.030016,50.043427,Normal
1201,24.8,8.0,367642.0,21.0,8.0,ack,55.0,-------,9.0,10765.0,16088.0,884840.0,Switch1,clien-8,33.849042,33.849042,33.859045,0.0,328.113525,18046.2,55.0,0.008438,0.0,33.829035,33.859045,1.030054,50.061864,Normal
1202,14.0,24.14,13960.0,22.0,23.0,tcp,1540.0,-------,15.0,434.0,16103.0,24798600.0,Switch2,Router,2.532302,2.532302,2.542426,0.0,328.431807,505785.0,1540.0,0.236498,0.0,2.522179,2.552549,1.0,50.029965,UDP-Flood
1203,13.0,24.13,37023.0,23.0,24.0,tcp,1540.0,-------,14.0,1154.0,16103.0,24798600.0,Router,server1,4.713243,4.713243,4.723366,0.0,328.460131,505828.0,1540.0,0.236498,0.0,4.692997,4.723366,1.0,50.025737,Normal
1204,16.1,24.36,640276.0,16.0,22.0,cbr,1000.0,-------,37.0,6184.0,6250.0,6250000.0,clien-16,Switch2,74.472,74.472,74.48208,0.0,124.941827,124942.0,1000.0,0.059605,0.00104,74.472,74.50328,25.0,75.02328,Normal
1205,10.0,24.1,547252.0,22.0,23.0,tcp,1540.0,-------,11.0,15318.0,16103.0,24798600.0,Switch2,Router,47.614368,47.614368,47.624491,0.0,328.561898,505985.0,1540.0,0.236498,3e-06,47.604245,47.634618,1.0,50.010552,Normal
1206,24.1,10.0,530627.0,24.0,23.0,ack,55.0,-------,11.0,14885.0,16103.0,885665.0,server1,Router,46.328943,46.328943,46.338946,0.0,328.561918,18070.9,55.0,0.008446,0.0,46.328943,46.358952,1.030013,50.040562,Normal
1207,24.1,1.0,256304.0,23.0,21.0,ack,55.0,-------,2.0,7966.0,16091.0,885005.0,Router,Switch1,25.293946,25.293946,25.303949,0.0,328.297902,18056.4,55.0,0.00844,0.0,25.283942,25.313952,1.030016,50.043427,Normal
1208,24.11,11.0,260582.0,23.0,22.0,ack,55.0,-------,12.0,8074.0,16103.0,885665.0,Router,Switch2,25.62321,25.62321,25.633213,0.0,328.522947,18068.8,55.0,0.008446,0.0,25.613206,25.643216,1.030019,50.046382,Normal
1209,1.0,24.1,387702.0,21.0,23.0,tcp,1540.0,-------,2.0,11287.0,16091.0,24780100.0,Switch1,Router,35.377485,35.377485,35.387608,0.0,328.297855,505578.0,1540.0,0.236321,0.0,35.367362,35.397731,1.0,50.013418,Normal
1210,24.1,10.0,176295.0,23.0,22.0,ack,55.0,-------,11.0,5494.0,16103.0,885665.0,Router,Switch2,17.826437,17.826437,17.83644,0.0,328.561918,18070.9,55.0,0.008446,0.0,17.816434,17.846443,1.030013,50.040562,Normal
1211,10.0,24.1,49070.0,23.0,24.0,tcp,1540.0,-------,11.0,1533.0,16103.0,24798600.0,Router,server1,5.850838,5.850838,5.860962,0.0,328.561898,505985.0,1540.0,0.236498,0.0,5.830592,5.860962,1.0,50.010552,Normal
1212,15.2,24.57,19256.0,22.0,23.0,cbr,1500.0,-------,36.0,700.0,8655.0,12982500.0,switch2,router,18.99012,18.99036,19.00048,0.00024,962.684973,1444030.0,1500.0,0.123811,0.03096,18.98,19.01096,1.0,9.99048,UDP-Flood
1213,4.0,24.4,310741.0,4.0,21.0,tcp,1540.0,-------,5.0,9343.0,16091.0,24780100.0,clien-4,Switch1,29.462385,29.462385,29.472508,0.0,328.217832,505455.0,1540.0,0.236321,0.0,29.462385,29.492754,1.0,50.025368,Normal
1214,26.0,25.1,54912.0,26.0,25.0,tcp,576.0,-------,1.0,2947465.0,5628.0,3241120.0,webserverlistin,webcache,52.15912,52.273584,52.3128,0.114464,658.090443,378989.000956,575.891969,0.03091,0.15368,52.15912,52.3128,1.447776,9.999792,Normal
1215,1.0,24.1,216461.0,1.0,21.0,tcp,1540.0,-------,2.0,6757.0,16091.0,24780100.0,clien-1,Switch1,21.593875,21.593875,21.603998,0.0,328.297855,505578.0,1540.0,0.236321,0.0,21.593875,21.624245,1.0,50.013418,Normal
1216,5.0,24.5,5648.0,23.0,24.0,tcp,1540.0,-------,6.0,181.0,16091.0,24780100.0,Router,server1,1.761808,1.761808,1.771931,0.0,328.204637,505434.0,1540.0,0.236321,0.0,1.741562,1.771931,1.0,50.027339,Normal
1217,3.0,24.3,103892.0,21.0,23.0,tcp,1540.0,-------,4.0,3247.0,16091.0,24780100.0,Switch1,Router,11.006581,11.006581,11.016704,0.0,328.240918,505490.0,1540.0,0.236321,0.0,10.996458,11.026827,1.0,50.02192,Normal
1218,8.1,24.28,625267.0,23.0,24.0,cbr,1000.0,-------,29.0,5440.0,6250.0,6250000.0,Router,server1,68.5408,68.54144,68.55152,0.00064,124.941228,124941.0,1000.0,0.059605,0.00128,68.52,68.55152,25.0,75.02352,Normal
1219,7.0,24.7,361365.0,21.0,23.0,tcp,1540.0,-------,8.0,10621.0,16090.0,24778600.0,Switch1,Router,33.356376,33.356376,33.366499,0.0,328.167486,505378.0,1540.0,0.236307,0.000203,33.346253,33.376826,1.0,50.029842,Normal
1220,17.2,24.59,59112.0,23.0,24.0,cbr,1500.0,-------,38.0,2263.0,9108.0,13662000.0,router,server1,56.171154,56.172474,56.182594,0.00132,1016.424609,1524640.0,1500.0,0.130291,0.03288,56.149714,56.182594,1.0,9.960822,UDP-Flood
1221,24.2,2.0,288157.0,24.0,23.0,ack,55.0,-------,3.0,8770.0,16091.0,885005.0,server1,Router,27.729235,27.729235,27.739238,0.0,328.26412,18054.5,55.0,0.00844,0.0,27.729235,27.759245,1.030022,50.048477,Normal
1222,24.1,1.0,300269.0,23.0,21.0,ack,55.0,-------,2.0,9081.0,16091.0,885005.0,Router,Switch1,28.669398,28.669398,28.679402,0.0,328.297902,18056.4,55.0,0.00844,0.0,28.659395,28.689405,1.030016,50.043427,Normal
1223,24.5,5.0,148284.0,21.0,5.0,ack,55.0,-------,6.0,4615.0,16091.0,885005.0,Switch1,clien-5,15.19546,15.19546,15.205463,0.0,328.204851,18051.3,55.0,0.00844,0.0,15.175453,15.205463,1.030042,50.057349,Normal
1224,24.15,15.0,566624.0,23.0,22.0,ack,55.0,-------,16.0,15784.0,16092.0,885060.0,Router,Switch2,49.098915,49.098915,49.108919,0.0,328.206042,18051.3,55.0,0.008441,0.0,49.088912,49.118922,1.030045,50.060221,Normal
1225,7.1,24.27,629139.0,21.0,23.0,cbr,1000.0,-------,28.0,5632.0,6250.0,6250000.0,Switch1,Router,70.06608,70.06664,70.07672,0.00056,124.941627,124942.0,1000.0,0.059605,0.00112,70.056,70.08736,25.0,75.02336,Normal
1226,24.11,11.0,505365.0,24.0,23.0,ack,55.0,-------,12.0,14250.0,16103.0,885665.0,server1,Router,44.39243,44.39243,44.402434,0.0,328.522947,18068.8,55.0,0.008446,0.0,44.39243,44.42244,1.030019,50.046382,Normal
1227,3.1,24.23,445394.0,23.0,24.0,cbr,1000.0,-------,24.0,1849.0,6250.0,6250000.0,Router,server1,39.8124,39.812726,39.822806,0.000326,124.943226,124943.0,1000.0,0.059605,0.000566,39.792,39.822806,25.0,75.02272,Normal
1228,4.0,24.4,6471.0,4.0,21.0,tcp,1540.0,-------,5.0,209.0,16091.0,24780100.0,clien-4,Switch1,1.819558,1.819558,1.829682,0.0,328.217832,505455.0,1540.0,0.236321,0.0,1.819558,1.849928,1.0,50.025368,Normal
1229,4.1,24.24,627824.0,4.0,21.0,cbr,1000.0,-------,25.0,5567.0,6250.0,6250000.0,clien-4,Switch1,69.536,69.536,69.54608,0.0,124.942826,124943.0,1000.0,0.059605,0.00064,69.536,69.56688,25.0,75.02288,Normal
1230,13.2,24.55,46800.0,22.0,23.0,cbr,1500.0,-------,34.0,1791.0,9108.0,13662000.0,switch2,router,44.603623,44.605543,44.615663,0.00192,1016.443439,1524670.0,1500.0,0.130291,0.03504,44.593143,44.628183,1.0,9.960656,UDP-Flood
1231,24.14,14.0,373468.0,24.0,23.0,ack,55.0,-------,15.0,10919.0,16103.0,885665.0,server1,Router,34.274718,34.274718,34.284722,0.0,328.432001,18063.8,55.0,0.008446,0.0,34.274718,34.304728,1.030038,50.059974,Normal
1232,12.0,24.12,277700.0,12.0,22.0,tcp,1540.0,-------,13.0,8518.0,16103.0,24798600.0,clien-12,Switch2,26.92789,26.92789,26.938013,0.0,328.491489,505876.0,1540.0,0.236498,0.0,26.92789,26.958259,1.0,50.021057,Normal
1233,24.2,2.0,284193.0,24.0,23.0,ack,55.0,-------,3.0,8667.0,16091.0,885005.0,server1,Router,27.424877,27.424877,27.43488,0.0,328.26412,18054.5,55.0,0.00844,0.0,27.424877,27.454886,1.030022,50.048477,Normal
1234,19.1,24.39,584651.0,23.0,24.0,cbr,1000.0,-------,40.0,3422.0,6250.0,6250000.0,Router,server1,52.39688,52.39768,52.40776,0.0008,124.940628,124941.0,1000.0,0.059605,0.00152,52.376,52.40776,25.0,75.02376,Normal
1235,1.0,24.1,402819.0,21.0,23.0,tcp,1540.0,-------,2.0,11670.0,16091.0,24780100.0,Switch1,Router,36.536628,36.536628,36.546751,0.0,328.297855,505578.0,1540.0,0.236321,0.0,36.526505,36.556874,1.0,50.013418,Normal
1236,1.1,24.21,592434.0,1.0,21.0,cbr,1000.0,-------,22.0,3810.0,6250.0,6250000.0,clien-1,Switch1,55.48,55.48,55.49008,0.0,124.944025,124944.0,1000.0,0.059605,0.00016,55.48,55.5104,25.0,75.0224,Normal
1237,24.15,15.0,180994.0,23.0,22.0,ack,55.0,-------,16.0,5636.0,16092.0,885060.0,Router,Switch2,18.26521,18.26521,18.275213,0.0,328.206042,18051.3,55.0,0.008441,0.0,18.255206,18.285216,1.030045,50.060221,Normal
1238,24.2,2.0,157157.0,21.0,2.0,ack,55.0,-------,3.0,4892.0,16091.0,885005.0,Switch1,clien-2,16.030834,16.030834,16.040837,0.0,328.26412,18054.5,55.0,0.00844,0.0,16.010827,16.040837,1.030022,50.048477,Normal
1239,15.1,24.35,614634.0,15.0,22.0,cbr,1000.0,-------,36.0,4911.0,6250.0,6250000.0,clien-15,Switch2,64.288,64.288,64.29808,0.0,124.942227,124942.0,1000.0,0.059605,0.00088,64.288,64.31912,25.0,75.02312,UDP-Flood
1240,25.1,26.0,15336.0,25.0,26.0,tcp,55.0,-------,1.0,44.0,5630.0,309650.0,webcache,webserverlistin,15.273696,15.273696,15.304336,0.0,656.270166,36094.9,55.0,0.002953,0.03064,15.273696,15.304336,1.417136,9.99592,Normal
1241,7.0,24.7,225611.0,7.0,21.0,tcp,1540.0,-------,8.0,7035.0,16090.0,24778600.0,clien-7,Switch1,22.456432,22.456432,22.466555,0.0,328.167486,505378.0,1540.0,0.236307,0.0,22.456432,22.486802,1.0,50.029842,Normal
1242,0.1,24.2,264884.0,21.0,23.0,cbr,1000.0,-------,21.0,118.0,6250.0,6250000.0,Switch1,Router,25.95408,25.95408,25.96416,0.0,124.944425,124944.0,1000.0,0.059605,9e-05,25.944,25.97433,25.0,75.02224,Normal
1243,24.9,9.0,101559.0,23.0,21.0,ack,55.0,-------,10.0,3154.0,16085.0,884675.0,Router,Switch1,10.787922,10.787922,10.797925,0.0,328.064183,18043.5,55.0,0.008437,0.0,10.777918,10.807928,1.030058,50.060098,Normal
1244,9.0,24.9,340789.0,21.0,23.0,tcp,1540.0,-------,10.0,10100.0,16085.0,24770900.0,Switch1,Router,31.77795,31.77795,31.788073,0.0,328.063862,505218.0,1540.0,0.236234,0.0,31.767826,31.798196,1.0,50.030088,Normal
1245,24.6,6.0,439478.0,24.0,23.0,ack,55.0,-------,7.0,12579.0,16091.0,885005.0,server1,Router,39.338254,39.338254,39.348258,0.0,328.19309,18050.6,55.0,0.00844,0.0,39.338254,39.368264,1.030048,50.059112,Normal
1246,8.1,24.28,550215.0,23.0,24.0,cbr,1000.0,-------,29.0,2854.0,6250.0,6250000.0,Router,server1,47.852792,47.853475,47.863555,0.000683,124.941228,124941.0,1000.0,0.059605,0.001315,47.832,47.863555,25.0,75.02352,Normal
1247,15.0,24.15,113337.0,22.0,23.0,tcp,1540.0,-------,16.0,3533.0,16092.0,24781700.0,Switch2,Router,11.894282,11.894282,11.904405,0.0,328.205808,505437.0,1540.0,0.236337,0.0,11.884158,11.914528,1.0,50.030211,Normal
1248,17.2,24.59,8655.0,23.0,24.0,cbr,1500.0,-------,38.0,334.0,9108.0,13662000.0,router,server1,9.081151,9.136736,9.146856,0.055585,1016.424609,1524640.0,1500.0,0.130291,0.101142,9.045714,9.146856,1.0,9.960822,UDP-Flood
1249,24.1,10.0,491300.0,23.0,22.0,ack,55.0,-------,11.0,13900.0,16103.0,885665.0,Router,Switch2,43.32304,43.32304,43.333043,0.0,328.561918,18070.9,55.0,0.008446,0.0,43.313037,43.343046,1.030013,50.040562,Normal
1250,4.0,24.4,157764.0,4.0,21.0,tcp,1540.0,-------,5.0,4926.0,16091.0,24780100.0,clien-4,Switch1,16.069096,16.069096,16.079219,0.0,328.217832,505455.0,1540.0,0.236321,0.0,16.069096,16.099465,1.0,50.025368,Normal
1251,10.0,24.1,134309.0,10.0,22.0,tcp,1540.0,-------,11.0,4199.0,16103.0,24798600.0,clien-10,Switch2,13.86275,13.86275,13.872874,0.0,328.561898,505985.0,1540.0,0.236498,0.0,13.86275,13.89312,1.0,50.010552,Normal
1252,6.0,24.6,416448.0,21.0,23.0,tcp,1540.0,-------,7.0,12008.0,16091.0,24780100.0,Switch1,Router,37.582357,37.582357,37.59248,0.0,328.192835,505416.0,1540.0,0.236321,0.000123,37.572234,37.602726,1.0,50.029102,Normal
1253,24.0,0.0,139774.0,23.0,21.0,ack,55.0,-------,1.0,4359.0,16091.0,885005.0,Router,Switch1,14.386034,14.386034,14.396037,0.0,328.316229,18057.4,55.0,0.00844,0.0,14.37603,14.40604,1.03001,50.040685,Normal
1254,10.1,24.3,632186.0,10.0,22.0,cbr,1000.0,-------,31.0,5783.0,6250.0,6250000.0,clien-10,Switch2,71.264,71.264,71.27408,0.0,124.944225,124944.0,1000.0,0.059605,8e-05,71.264,71.29432,25.0,75.02232,Normal
1255,24.5,5.0,566946.0,21.0,5.0,ack,55.0,-------,6.0,15789.0,16091.0,885005.0,Switch1,clien-5,49.133774,49.133774,49.143778,0.0,328.204851,18051.3,55.0,0.00844,0.0,49.113768,49.143778,1.030042,50.057349,Normal
1256,24.5,5.0,293765.0,24.0,23.0,ack,55.0,-------,6.0,8910.0,16091.0,885005.0,server1,Router,28.160139,28.160139,28.170142,0.0,328.204851,18051.3,55.0,0.00844,0.0,28.160139,28.190149,1.030042,50.057349,Normal
1257,3.0,24.3,85740.0,23.0,24.0,tcp,1540.0,-------,4.0,2680.0,16091.0,24780100.0,Router,server1,9.303541,9.303541,9.313664,0.0,328.240918,505490.0,1540.0,0.236321,0.0,9.283294,9.313664,1.0,50.02192,Normal
1258,8.0,24.8,362497.0,21.0,23.0,tcp,1540.0,-------,9.0,10650.0,16088.0,24775500.0,Switch1,Router,33.442631,33.443308,33.453431,0.000677,328.11323,505294.0,1540.0,0.236278,0.0016,33.432508,33.464478,1.0,50.031854,Normal
1259,12.1,24.32,439556.0,12.0,22.0,cbr,1000.0,-------,33.0,1793.0,6250.0,6250000.0,clien-12,Switch2,39.344,39.344,39.35408,0.0,124.943426,124943.0,1000.0,0.059605,0.000624,39.344,39.374864,25.0,75.02264,Normal
1260,9.0,24.9,425727.0,21.0,23.0,tcp,1540.0,-------,10.0,12238.0,16085.0,24770900.0,Switch1,Router,38.293818,38.293818,38.303941,0.0,328.063862,505218.0,1540.0,0.236234,0.001477,38.283694,38.315541,1.0,50.030088,Normal
1261,2.2,24.44,34146.0,23.0,24.0,cbr,1500.0,-------,23.0,1240.0,8655.0,12982500.0,router,server1,32.870526,32.870526,32.880646,0.0,962.684973,1444030.0,1500.0,0.123811,0.03036,32.850286,32.880646,1.0,9.99048,UDP-Flood
1262,24.2,2.0,125094.0,23.0,21.0,ack,55.0,-------,3.0,3896.0,16091.0,885005.0,Router,Switch1,13.002733,13.002733,13.012736,0.0,328.26412,18054.5,55.0,0.00844,0.0,12.99273,13.022739,1.030022,50.048477,Normal
1263,5.1,24.25,635969.0,21.0,23.0,cbr,1000.0,-------,26.0,5971.0,6250.0,6250000.0,Switch1,Router,72.77808,72.77848,72.78856,0.0004,124.942427,124942.0,1000.0,0.059605,0.0008,72.768,72.79904,25.0,75.02304,Normal
1264,15.0,24.15,353259.0,15.0,22.0,tcp,1540.0,-------,16.0,10415.0,16092.0,24781700.0,clien-15,Switch2,32.723142,32.723142,32.733265,0.0,328.205808,505437.0,1540.0,0.236337,0.00105,32.723142,32.754562,1.0,50.030211,Normal
1265,24.3,3.0,166847.0,23.0,21.0,ack,55.0,-------,4.0,5202.0,16091.0,885005.0,Router,Switch1,16.932186,16.932186,16.942189,0.0,328.241051,18053.3,55.0,0.00844,0.0,16.922182,16.952192,1.030029,50.051929,Normal
1266,24.2,2.0,144997.0,21.0,2.0,ack,55.0,-------,3.0,4517.0,16091.0,885005.0,Switch1,clien-2,14.884861,14.884861,14.894864,0.0,328.26412,18054.5,55.0,0.00844,0.0,14.864854,14.894864,1.030022,50.048477,Normal
1267,24.8,8.0,103466.0,24.0,23.0,ack,55.0,-------,9.0,3217.0,16088.0,884840.0,server1,Router,10.957085,10.957085,10.967088,0.0,328.113525,18046.2,55.0,0.008438,0.0,10.957085,10.987094,1.030054,50.061864,Normal
1268,10.0,24.1,78545.0,10.0,22.0,tcp,1540.0,-------,11.0,2457.0,16103.0,24798600.0,clien-10,Switch2,8.609021,8.609021,8.619144,0.0,328.561898,505985.0,1540.0,0.236498,0.000123,8.609021,8.639514,1.0,50.010552,Normal
1269,5.0,24.5,252532.0,5.0,21.0,tcp,1540.0,-------,6.0,7879.0,16091.0,24780100.0,clien-5,Switch1,24.98817,24.98817,24.998293,0.0,328.204637,505434.0,1540.0,0.236321,0.0,24.98817,25.018539,1.0,50.027339,Normal
1270,14.1,24.34,607843.0,14.0,22.0,cbr,1000.0,-------,35.0,4574.0,6250.0,6250000.0,clien-14,Switch2,61.592,61.592,61.60208,0.0,124.942626,124943.0,1000.0,0.059605,0.00072,61.592,61.62296,25.0,75.02296,Normal
